ETF,week_key,date_min,date_max,year,n_dias,ret_semana,volumen_semanal,volumen_log_diff,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,clase_Bonds,clase_Core_US,clase_Factor_Style,clase_International,clase_Real_Assets,clase_Sector_economico,ret_semana_semana_menos_1,ret_semana_semana_menos_2
EWG,2024-W17,2024-04-22,2024-04-26,2024,5,0.031165374260643475,6525400,-1.073341894539599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.007965550866730897,-0.03571807453775433
EWG,2024-W18,2024-04-29,2024-05-03,2024,5,-0.0003229730955811583,7975400,0.20065955014109704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.031165374260643475,-0.007965550866730897
EWG,2024-W19,2024-05-06,2024-05-10,2024,5,0.038972102544598375,3432800,-0.842985549457735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0003229730955811583,0.031165374260643475
EWG,2024-W20,2024-05-13,2024-05-17,2024,5,0.007430337424529032,5465000,0.46498786693332406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.038972102544598375,-0.0003229730955811583
EWG,2024-W21,2024-05-20,2024-05-24,2024,5,-0.004327630691590478,4182500,-0.2674549677496607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.007430337424529032,0.038972102544598375
EWG,2024-W22,2024-05-28,2024-05-31,2024,4,-0.006838682246862238,4368100,0.04341897807459816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.004327630691590478,0.007430337424529032
EWG,2024-W23,2024-06-03,2024-06-07,2024,5,-0.0034369592989600406,5320100,0.19716396821593385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.006838682246862238,-0.004327630691590478
EWG,2024-W24,2024-06-10,2024-06-14,2024,5,-0.03851638104433164,6695800,0.22998836399347056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.0034369592989600406,-0.006838682246862238
EWG,2024-W25,2024-06-17,2024-06-21,2024,4,0.005648791725062718,4258500,-0.45256347856384593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.03851638104433164,-0.0034369592989600406
EWG,2024-W26,2024-06-24,2024-06-28,2024,5,0.014473983556110515,6358100,0.4008126049823453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.005648791725062718,-0.03851638104433164
EWG,2024-W27,2024-07-01,2024-07-05,2024,4,0.022284066450852347,2803400,-0.8188966243345224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.014473983556110515,0.005648791725062718
EWG,2024-W28,2024-07-08,2024-07-12,2024,5,0.019295280587396935,3515800,0.22643412913683214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.022284066450852347,0.014473983556110515
EWG,2024-W29,2024-07-15,2024-07-19,2024,5,-0.033447898528064623,2844700,-0.21180948152006351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.019295280587396935,0.022284066450852347
EWG,2024-W30,2024-07-22,2024-07-26,2024,5,0.014152617940667689,1958600,-0.3732276815590332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.033447898528064623,0.019295280587396935
EWG,2024-W31,2024-07-29,2024-08-02,2024,5,-0.03808434370160141,5075100,0.9521162968626626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.014152617940667689,-0.033447898528064623
EWG,2024-W32,2024-08-05,2024-08-09,2024,5,0.0006633988755080367,6605200,0.26351098843947796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.03808434370160141,0.014152617940667689
EWG,2024-W33,2024-08-12,2024-08-16,2024,5,0.040291359520729486,2740900,-0.8795708839869594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0006633988755080367,-0.03808434370160141
EWG,2024-W34,2024-08-19,2024-08-23,2024,5,0.031967550782219245,2514900,-0.08605329228995373,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.040291359520729486,0.0006633988755080367
EWG,2024-W35,2024-08-26,2024-08-30,2024,5,0.006456683033280175,2302900,-0.08806384305795056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.031967550782219245,0.040291359520729486
EWG,2024-W36,2024-09-03,2024-09-06,2024,4,-0.02954658138169064,1786100,-0.2541347263435316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.006456683033280175,0.031967550782219245
EWG,2024-W37,2024-09-09,2024-09-13,2024,5,0.02247293882279111,2173100,0.1961202476152515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.02954658138169064,0.006456683033280175
EWG,2024-W38,2024-09-16,2024-09-20,2024,5,0.008910710042758563,2015900,-0.07508897373931234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.02247293882279111,-0.02954658138169064
EWG,2024-W39,2024-09-23,2024-09-27,2024,5,0.03723042484170325,2577300,0.2456765935257419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.008910710042758563,0.02247293882279111
EWG,2024-W40,2024-09-30,2024-10-04,2024,5,-0.02537075576960035,2722800,0.05491842326167706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.03723042484170325,0.008910710042758563
EWG,2024-W41,2024-10-07,2024-10-11,2024,5,0.0033197370674624693,1465100,-0.6197372630665292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.02537075576960035,0.03723042484170325
EWG,2024-W42,2024-10-14,2024-10-18,2024,5,0.005109007940229837,3280300,0.8060113821030335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0033197370674624693,-0.02537075576960035
EWG,2024-W43,2024-10-21,2024-10-25,2024,5,-0.019371085083796036,2888500,-0.12719754538898087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.005109007940229837,0.0033197370674624693
EWG,2024-W44,2024-10-28,2024-11-01,2024,5,-0.00859432107002922,2143400,-0.2983439829424235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.019371085083796036,0.005109007940229837
EWG,2024-W45,2024-11-04,2024-11-08,2024,5,-0.010536255496140345,3233300,0.4111099342129769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.00859432107002922,-0.019371085083796036
EWG,2024-W46,2024-11-11,2024-11-15,2024,5,-0.016331947358590337,4571200,0.3462724649846347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.010536255496140345,-0.00859432107002922
EWG,2024-W47,2024-11-18,2024-11-22,2024,5,-0.005397693126609315,3694500,-0.2129305252478062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.016331947358590337,-0.010536255496140345
EWG,2024-W48,2024-11-25,2024-11-29,2024,4,0.02701167479848987,2205100,-0.5160723679021793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.005397693126609315,-0.016331947358590337
EWG,2024-W49,2024-12-02,2024-12-06,2024,5,0.034118424838740946,7144400,1.1755559737038048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.02701167479848987,-0.005397693126609315
EWG,2024-W50,2024-12-09,2024-12-13,2024,5,-0.008119111182645966,5167200,-0.3239978773120651,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.034118424838740946,0.02701167479848987
EWG,2024-W51,2024-12-16,2024-12-20,2024,5,-0.03440140300591654,2861900,-0.5908452158132818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.008119111182645966,0.034118424838740946
EWG,2024-W52,2024-12-23,2024-12-27,2024,4,0.004365416747907247,2039300,-0.3388791282066794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.03440140300591654,-0.008119111182645966
EWG,2025-W01,2024-12-30,2025-01-03,2025,4,-0.014731462077581359,3323000,0.4882613776562934,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.004365416747907247,-0.03440140300591654
EWG,2025-W02,2025-01-06,2025-01-10,2025,4,0.011303084413698983,4835000,0.37501313953280047,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.014731462077581359,0.004365416747907247
EWG,2025-W03,2025-01-13,2025-01-17,2025,5,0.03436978854898243,4344600,-0.10694743426456554,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011303084413698983,-0.014731462077581359
EWG,2025-W04,2025-01-21,2025-01-24,2025,4,0.04165423370173427,3438200,-0.23398561601543655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03436978854898243,0.011303084413698983
EWG,2025-W05,2025-01-27,2025-01-31,2025,5,0.002023423519148526,4472900,0.2630888892151635,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04165423370173427,0.03436978854898243
EWG,2025-W06,2025-02-03,2025-02-07,2025,5,0.0002886625939524379,6488600,0.37200982311852826,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002023423519148526,0.04165423370173427
EWG,2025-W07,2025-02-10,2025-02-14,2025,5,0.05010892279261192,6317400,-0.026739059850315883,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0002886625939524379,0.002023423519148526
EWG,2025-W08,2025-02-18,2025-02-21,2025,4,-0.014102207882440876,6950700,0.09553464282066848,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05010892279261192,0.0002886625939524379
EWG,2025-W09,2025-02-24,2025-02-28,2025,5,0.004445691438019761,8666600,0.22063418308679417,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.014102207882440876,0.05010892279261192
EWG,2025-W10,2025-03-03,2025-03-07,2025,5,0.07321651340748225,22208500,0.9409985414640758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.004445691438019761,-0.014102207882440876
EWG,2025-W11,2025-03-10,2025-03-14,2025,5,-0.004907704707818539,20101700,-0.09967070987715587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07321651340748225,0.004445691438019761
EWG,2025-W12,2025-03-17,2025-03-21,2025,5,-0.013818530096683102,24880700,0.21328801392041186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.004907704707818539,0.07321651340748225
EWG,2025-W13,2025-03-24,2025-03-28,2025,5,-0.01854847273964344,20197600,-0.208528617056146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.013818530096683102,-0.004907704707818539
EWG,2025-W14,2025-03-31,2025-04-04,2025,5,-0.08567503120279296,25474000,0.23209453870028796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.01854847273964344,-0.013818530096683102
EWG,2025-W15,2025-04-07,2025-04-11,2025,5,0.0580160115648205,34012400,0.2890668398419223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.08567503120279296,-0.01854847273964344
EWG,2025-W16,2025-04-14,2025-04-17,2025,4,0.02792648071783521,14510500,-0.851852638713293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0580160115648205,-0.08567503120279296
EWG,2025-W17,2025-04-21,2025-04-25,2025,5,0.05107939347616064,13623900,-0.06304692195100614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02792648071783521,0.0580160115648205
EWG,2025-W18,2025-04-28,2025-05-02,2025,5,0.024593376125150446,12431300,-0.09160811761146448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.05107939347616064,0.02792648071783521
EWG,2025-W19,2025-05-05,2025-05-09,2025,5,0.01060307287206097,12633800,0.01615827631828992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024593376125150446,0.05107939347616064
EWG,2025-W20,2025-05-12,2025-05-16,2025,5,0.001960258927947045,13933600,0.09792742738342142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01060307287206097,0.024593376125150446
EWG,2025-W21,2025-05-19,2025-05-23,2025,5,0.00998659667024171,16873000,0.19141152178076126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001960258927947045,0.01060307287206097
EWG,2025-W22,2025-05-27,2025-05-30,2025,4,0.01706168676201214,7243300,-0.8456378075593722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00998659667024171,0.001960258927947045
EWG,2025-W23,2025-06-02,2025-06-06,2025,5,0.013019494752179117,12711800,0.5624537922883075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.01706168676201214,0.00998659667024171
EWG,2025-W24,2025-06-09,2025-06-13,2025,5,-0.024040326209258556,20179900,0.46215636356666323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.013019494752179117,0.01706168676201214
EWG,2025-W25,2025-06-16,2025-06-20,2025,4,-0.012097998483007188,16541200,-0.19883282115740997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.024040326209258556,0.013019494752179117
EWG,2025-W26,2025-06-23,2025-06-27,2025,5,0.04744353170722704,14006600,-0.16632559125523727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.012097998483007188,-0.024040326209258556
EWG,2025-W27,2025-06-30,2025-07-03,2025,4,-0.0021299299112520487,6804400,-0.7219591853458596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.04744353170722704,-0.012097998483007188
EWG,2025-W28,2025-07-07,2025-07-11,2025,5,0.0056697926254307696,9199400,0.3015688027836525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0021299299112520487,0.04744353170722704
EWG,2025-W29,2025-07-14,2025-07-18,2025,5,-0.007566829386250085,9297800,0.010639548497955786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0056697926254307696,-0.0021299299112520487
EWG,2025-W30,2025-07-21,2025-07-25,2025,5,0.016011650891830875,13017100,0.3364860646815728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.007566829386250085,0.0056697926254307696
EWG,2025-W31,2025-07-28,2025-08-01,2025,5,-0.04931591254872636,17527100,0.2974843768412576,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.016011650891830875,-0.007566829386250085
EWG,2025-W32,2025-08-04,2025-08-08,2025,5,0.03827642962371858,8857600,-0.6824724069966255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.04931591254872636,0.016011650891830875
EWG,2025-W33,2025-08-11,2025-08-15,2025,5,0.005652433157435688,8019300,-0.09942471128747066,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.03827642962371858,-0.04931591254872636
EWG,2025-W34,2025-08-18,2025-08-22,2025,5,0.0018770069983409243,7436200,-0.07549117059538979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.005652433157435688,0.03827642962371858
EWG,2025-W35,2025-08-25,2025-08-29,2025,5,-0.018453297959846626,9840500,0.28014655710311054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0018770069983409243,0.005652433157435688
EWG,2025-W36,2025-09-02,2025-09-05,2025,4,-0.012977853561850772,10147700,0.030740556043337364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.018453297959846626,0.0018770069983409243
EWG,2025-W37,2025-09-08,2025-09-12,2025,5,-0.0007259232924474723,9831200,-0.03168607683643998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.012977853561850772,-0.018453297959846626
EWG,2025-W38,2025-09-15,2025-09-19,2025,5,-0.0021810295755684272,19189800,0.6688178858822056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0007259232924474723,-0.012977853561850772
EWG,2025-W39,2025-09-22,2025-09-26,2025,5,-0.00048533020322505394,13850800,-0.32603589517240295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0021810295755684272,-0.0007259232924474723
EWG,2025-W40,2025-09-29,2025-10-03,2025,5,0.029417391533258286,10943100,-0.2356338720415998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.00048533020322505394,-0.0021810295755684272
EWG,2025-W41,2025-10-06,2025-10-10,2025,5,-0.021680416523917057,10624400,-0.029555878028734384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.029417391533258286,-0.00048533020322505394
EWG,2025-W42,2025-10-13,2025-10-17,2025,5,-0.0033775517530183485,12721100,0.18010878953267095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.021680416523917057,0.029417391533258286
EWG,2025-W43,2025-10-20,2025-10-24,2025,5,0.005062059293929,10703100,-0.17272861302699027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.0033775517530183485,-0.021680416523917057
EWG,2025-W44,2025-10-27,2025-10-31,2025,5,-0.020894847002339567,9806500,-0.08748798801397228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.005062059293929,-0.0033775517530183485
EWG,2025-W45,2025-11-03,2025-11-07,2025,5,-0.006156896750521668,15349400,0.44803095420193984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.020894847002339567,0.005062059293929
EWG,2025-W46,2025-11-10,2025-11-14,2025,5,0.009343590656286871,11409500,-0.2966300436170286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.006156896750521668,-0.020894847002339567
EWG,2025-W47,2025-11-17,2025-11-21,2025,5,-0.036385749295327674,9349600,-0.19911278006753008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.009343590656286871,-0.006156896750521668
EWG,2025-W48,2025-11-24,2025-11-28,2025,4,0.03785304130446443,5811500,-0.47549484853518464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.036385749295327674,0.009343590656286871
EWG,2025-W49,2025-12-01,2025-12-05,2025,5,0.011903497536425611,10151600,0.5577926154309871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.03785304130446443,-0.036385749295327674
EWG,2025-W50,2025-12-08,2025-12-12,2025,5,0.018423788413042708,10027000,-0.012349873990824989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.011903497536425611,0.03785304130446443
EWG,2025-W51,2025-12-15,2025-12-19,2025,5,-0.0018984778415305215,11626000,0.14796251473737243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.018423788413042708,0.011903497536425611
EWG,2025-W52,2025-12-22,2025-12-26,2025,4,0.01297960527026909,5096800,-0.8246310774590189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.0018984778415305215,0.018423788413042708
EWG,2026-W01,2025-12-29,2026-01-02,2026,4,-0.0021124324138850348,8965500,0.5647709861301404,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01297960527026909,-0.0018984778415305215
EWG,2026-W02,2026-01-05,2026-01-09,2026,5,0.01977494849589778,12522300,0.3341271769200631,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0021124324138850348,0.01297960527026909
EWG,2026-W03,2026-01-12,2026-01-16,2026,5,-0.0016138261675320287,12954400,0.03392444390678051,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01977494849589778,-0.0021124324138850348
EWG,2026-W04,2026-01-20,2026-01-23,2026,4,0.0032250520959351547,12202300,-0.059811040216278144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0016138261675320287,0.01977494849589778
EWG,2026-W05,2026-01-26,2026-01-30,2026,5,-0.008546048807818174,14758400,0.19018795365164465,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0032250520959351547,-0.0016138261675320287
EWJ,2021-W01,2021-01-05,2021-01-08,2021,4,0.03719656689541484,31544100,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
EWJ,2021-W02,2021-01-11,2021-01-15,2021,5,-0.008260365232555245,29534100,-0.06584103877136371,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03719656689541484,
EWJ,2021-W03,2021-01-19,2021-01-22,2021,4,0.007538499057911707,20732400,-0.3538478339873308,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.008260365232555245,0.03719656689541484
EWJ,2021-W04,2021-01-25,2021-01-29,2021,5,-0.03303567206040281,37245700,0.5858388079340813,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.007538499057911707,-0.008260365232555245
EWJ,2021-W05,2021-02-01,2021-02-05,2021,5,0.033180074557095374,31021300,-0.18286243660426038,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.03303567206040281,0.007538499057911707
EWJ,2021-W06,2021-02-08,2021-02-12,2021,5,0.03267345905798802,23758800,-0.26672107714790627,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.033180074557095374,-0.03303567206040281
EWJ,2021-W07,2021-02-16,2021-02-19,2021,4,-0.002939558538379572,23156300,-0.0256861064302214,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03267345905798802,0.033180074557095374
EWJ,2021-W08,2021-02-22,2021-02-26,2021,5,-0.04471937476193766,49856100,0.7668739742846142,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.002939558538379572,0.03267345905798802
EWJ,2021-W09,2021-03-01,2021-03-05,2021,5,-0.0008798198205814955,45317900,-0.09543875809469071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.04471937476193766,-0.002939558538379572
EWJ,2021-W10,2021-03-08,2021-03-12,2021,5,0.011378717261065319,30519000,-0.3953526574484947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0008798198205814955,-0.04471937476193766
EWJ,2021-W11,2021-03-15,2021-03-19,2021,5,0.02506746637034052,35267800,0.1446209258658726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011378717261065319,-0.0008798198205814955
